stations_id,stationsname,bundesland,mess_datum,mess_datum_beginn,mess_datum_ende,bedeckungsgrad,lufttemperatur,lufttemperatur_max,lufttemperatur_min,windstaerke,sonnenscheindauer,windspitze,lufttemperatur_absmax,lufttemperatur_absmin,niederschlagshoehe,niederschlagshoehe_max,schneehoehe_neu,schneehoehe,sturm_6bft,sturm_8bft,gewitter,glatteis,graupel,hagel,nebel,tau,stationshoehe,geobreite,geolaenge
403,Berlin-Dahlem (FU),Berlin,1950-01-15,19500101,19501231,5.41,9.3,13.25,5.33,1.99,NA,NA,32.6,-14.1,630.9,26.5,NA,88,11,10,14,8,14,1,30,32,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1951-01-15,19510101,19511231,5.13,9.65,13.8,5.63,2.07,1777.8,NA,32.7,-11.3,575.6,44,NA,31,64,46,38,4,6,5,32,74,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1952-01-15,19520101,19521231,5.55,8.4,12.37,4.68,2.44,1643.7,NA,34.3,-11.2,556.3,21.3,NA,341,126,33,29,9,10,2,30,74,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1953-01-15,19530101,19531231,5.05,9.99,14.36,5.72,2.56,2049.8,NA,32.4,-16.2,532,34.4,NA,534,124,25,28,1,7,1,40,74,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1954-01-15,19540101,19541231,5.29,8.16,12.14,4.3,2.97,1753.6,NA,33.4,-19.8,762.6,41.6,NA,166,155,23,25,7,15,2,31,56,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1955-01-15,19550101,19551231,5.16,8.15,12.32,4.2,2.44,1915.8,NA,30.1,-15.5,545.8,16,NA,365,87,21,32,12,15,2,48,106,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1956-01-15,19560101,19561231,5.33,7.49,11.4,3.68,2.44,1718.8,NA,30.2,-21.8,701.9,49.5,NA,482,10,0,23,5,12,0,37,72,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1957-01-15,19570101,19571231,5.21,9.24,13.42,5.22,2.36,1766.7,NA,34.5,-14.2,521.9,24.6,NA,49,6,1,28,1,7,0,50,80,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1958-01-15,19580101,19581231,5.48,8.74,12.59,5.02,2.46,1646,NA,32.2,-11.8,665.5,34.8,NA,77,12,0,34,5,10,4,45,134,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1959-01-15,19590101,19591231,4.73,9.63,14.26,5.18,2.35,2087.8,NA,37.8,-11.4,513.8,72.4,NA,152,8,0,22,1,17,3,39,132,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1960-01-15,19600101,19601231,5.46,8.96,12.95,5.11,2.48,1612.5,NA,32.6,-15.4,600,27.6,34,149,5,0,31,3,13,2,46,122,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1961-01-15,19610101,19611231,5.26,9.4,13.58,5.35,2.42,1612.3,NA,33,-17.8,681.8,26.7,10,66,9,0,24,6,7,6,39,139,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1962-01-15,19620101,19621231,5.59,7.81,11.81,3.86,2.35,1427,NA,30.5,-14.1,534.8,26.4,56,134,6,0,33,6,26,8,47,185,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1963-01-15,19630101,19631231,5.16,8.04,12.42,3.86,2.18,1676.8,NA,34.9,-20.3,448.4,17.4,62,1012,9,0,28,7,36,1,65,190,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1964-01-15,19640101,19641231,5.13,8.62,12.68,4.56,2.32,1796,NA,33.4,-14.5,562.8,57.9,41,198,8,0,32,7,29,7,45,196,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1965-01-15,19650101,19651231,5.46,8.1,12.2,4.21,2.42,1588.9,NA,30.8,-16.1,635.1,40.1,114,556,11,0,25,6,26,5,38,201,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1966-01-15,19660101,19661231,5.61,8.97,13,5.3,2.34,1465.3,NA,32.3,-13.6,753.9,38.8,74,417,2,0,37,6,24,4,44,207,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1967-01-15,19670101,19671231,5.33,9.68,13.79,5.91,2.39,1685.5,NA,31.3,-14.9,623.5,23.1,29,66,7,0,43,8,24,10,33,249,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1968-01-15,19680101,19681231,5.35,8.97,13.04,5.16,2.32,1676.3,NA,32.5,-17,591.9,33.9,59,259,6,0,33,6,24,5,39,216,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1969-01-15,19690101,19691231,5.14,8.05,12.17,4.24,2.29,1662.9,NA,33.7,-20.2,535.9,68.5,95,776,2,0,26,12,33,6,38,188,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1970-01-15,19700101,19701231,5.53,8.09,12.01,4.38,2.27,1554,NA,31.1,-16.3,669.9,58.8,NA,NA,6,1,24,11,40,6,27,203,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1971-01-15,19710101,19711231,5.14,9.38,13.51,5.31,2.24,1788.9,26,33.2,-17,429.9,24.3,28,190,3,0,24,3,20,4,36,222,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1972-01-15,19720101,19721231,5.1,8.58,12.55,4.8,2.25,1617.8,36.5,32.6,-15.5,484.6,41.2,11,71,5,1,32,4,15,2,34,229,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1973-01-15,19730101,19731231,5.1,8.85,12.91,4.91,2.31,1643.6,25.5,31.8,-9.8,551.4,31.3,37,122,9,0,36,8,29,9,34,218,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1974-01-15,19740101,19741231,5.43,9.52,13.43,5.86,2.47,1476.4,29.9,33.5,-5.5,788.7,36.3,16,31,5,0,31,2,18,10,19,226,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1975-01-15,19750101,19751231,5.08,9.7,13.74,5.9,2.28,1723,23.1,32.7,-8.8,507.9,45.8,7,13,2,0,24,0,20,1,42,223,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1976-01-15,19760101,19761231,4.98,8.86,12.89,4.8,2.34,1761.8,33.6,34.9,-13.1,409.1,17.9,37,138,10,0,22,7,37,1,27,201,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1977-01-15,19770101,19771231,5.69,9.3,12.95,5.67,2.32,1380.8,26.2,30.7,-7.5,707.8,47.6,26,84,4,0,28,4,28,7,44,244,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1978-01-15,19780101,19781231,5.5,8.64,12.46,5.01,2.39,1489.1,25.8,31.6,-18.6,665,106,40,175,2,0,32,5,31,9,35,211,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1979-01-15,19790101,19791231,5.37,8.16,12.17,4.45,2.34,1577.5,23.9,31.7,-18.6,616.3,23.3,86,1690,5,0,22,10,29,12,23,190,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1980-01-15,19800101,19801231,5.22,7.91,11.74,4.35,2.31,1573,25.8,31,-12.9,656.7,27.9,66,374,7,0,41,8,39,7,21,204,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1981-01-15,19810101,19811231,5.53,8.83,12.64,5.27,2.26,1483.5,27.3,31.1,-11.7,659.6,33.7,70,569,11,0,26,8,30,2,29,202,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1982-01-15,19820101,19821231,4.36,9.64,14.05,5.42,2.15,1999.7,25.4,33.7,-17.6,420.4,32.3,4,57,4,0,27,8,17,6,34,237,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1983-01-15,19830101,19831231,5.05,9.82,13.88,5.88,2.3,1632,28.4,35.4,-11.2,611.8,24.1,22,140,13,0,25,6,29,3,26,219,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1984-01-15,19840101,19841231,5.25,8.63,12.3,5.16,2.28,1442.8,29.3,35.2,-8.4,574.2,18.7,27,45,8,0,21,6,26,6,24,214,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1985-01-15,19850101,19851231,5.44,8.11,12.16,4.42,2.18,1521,24.7,31.4,-19.6,509.8,25.4,65,382,4,0,36,4,36,7,27,212,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1986-01-15,19860101,19861231,4.99,8.63,12.66,4.64,2.26,1662.4,27.3,35,-17,668.4,30,71,426,6,0,26,34,29,5,15,210,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1987-01-15,19870101,19871231,5.41,7.83,11.58,4.22,2.11,1490.2,21.6,32.5,-19.7,691,28.3,76,701,0,0,29,79,30,1,25,208,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1988-01-15,19880101,19881231,5.34,9.71,13.59,5.97,2.25,1626.7,25.2,30.3,-10.7,602.4,29.4,52,116,1,0,29,31,34,3,18,229,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1989-01-15,19890101,19891231,4.62,10.41,14.72,6.21,2.16,1918.9,23.2,34.2,-7.7,449.3,32.1,13,22,3,0,24,26,19,2,28,259,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1990-01-15,19900101,19901231,5.06,10.31,14.55,6.53,2.24,1789.4,30.9,32,-6,632.5,49.2,25,104,9,0,43,22,29,3,17,273,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1991-01-15,19910101,19911231,4.84,9.11,13.37,5.12,2.11,1856.3,29.8,35,-12.9,469.7,21.9,25,182,1,0,25,18,20,2,19,260,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1992-01-15,19920101,19921231,4.82,10.08,14.45,5.89,2.24,1832.1,27.8,37.4,-9.7,595.9,36.7,5,6,5,0,31,18,32,2,24,248,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1993-01-15,19930101,19931231,5.33,9.12,13.11,5.33,2.23,1610.2,32.9,30.1,-14.5,658.9,32,30,126,9,0,36,40,31,2,13,218,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1994-01-15,19940101,19941231,5.05,10.11,14.26,6.09,2.15,1809.5,29.3,37.7,-12.2,721.5,33.4,10,23,9,0,23,18,27,2,23,256,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1995-01-15,19950101,19951231,5.12,9.44,13.69,5.37,2.38,1866.6,25.7,33.5,-13,599.5,27.4,53,154,7,0,24,55,48,1,13,233,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1996-01-15,19960101,19961231,5.31,7.74,11.66,3.99,2.46,1595.9,22.6,32.9,-16.4,550,50.3,48,154,2,0,28,59,46,3,26,205,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1997-01-15,19970101,19971231,5.11,9.66,13.94,5.55,2.54,1850.5,30.9,32.6,-18.2,499.6,35.2,4,39,15,0,28,38,31,2,11,237,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1998-01-15,19980101,19981231,5.57,9.8,13.6,6.22,2.96,1481.8,29,35.4,-14.1,602.3,19.4,27,114,30,0,28,29,36,1,12,212,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,1999-01-15,19990101,19991231,5.16,10.4,14.78,6.18,2.84,1774.3,30,35.2,-11.3,438.6,19.6,40,104,22,0,23,26,28,4,15,233,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2000-01-15,20000101,20001231,5.31,10.44,14.77,6.53,2.82,1673.3,28,36.1,-12.8,565.8,31.4,26,109,28,0,31,7,21,2,10,238,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2001-01-15,20010101,20011231,5.48,9.12,13.13,5.3,2.82,1503.2,25,35.1,-11.5,648.8,27,74,277,21,0,24,33,32,3,27,229,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2002-01-15,20020101,20021231,5.25,10,14.09,6.12,2.93,NA,33.2,33.7,-12.1,722.8,57.6,23,79,29,0,30,NA,35,6,29,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2003-01-15,20030101,20031231,4.47,9.87,14.65,5.22,2.81,2135.8,32.2,34.5,-14.9,430.5,22.6,21,112,15,0,17,NA,34,2,12,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2004-01-15,20040101,20041231,5.1,9.62,13.85,5.45,2.9,1690,28.2,31.3,-11.4,563.6,17.1,32,83,20,0,24,NA,24,0,20,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2005-01-15,20050101,20051231,4.86,9.67,14.07,5.4,2.86,1918.2,28.2,33.3,-11,641.6,42.2,67,446,18,0,27,NA,37,2,11,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2006-01-15,20060101,20061231,4.86,10.16,14.65,5.81,2.81,1917.1,24.2,35.9,-17.3,484.4,63.2,56,591,20,0,22,NA,31,5,20,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2007-01-15,20070101,20071231,5.1,10.55,14.8,6.37,2.99,1781.5,34.5,36.5,-8.2,906.8,54.6,17,32,32,1,37,NA,19,3,12,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2008-01-15,20080101,20081231,5.17,10.36,14.54,6.17,2.91,1745.1,29.9,34.8,-8.2,570.9,23.7,NA,NA,23,1,12,NA,23,0,16,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2009-01-15,20090101,20091231,5.06,9.59,13.91,5.31,NA,1856.3,NA,32.4,-19.1,617.8,21.8,NA,NA,19,0,30,NA,25,1,28,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2010-01-15,20100101,20101231,5.58,8.21,12.23,3.98,2.8,1606.1,25,37.3,-17.1,619.2,30.3,NA,NA,17,0,18,NA,51,1,24,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2011-01-15,20110101,20111231,4.77,9.99,14.59,5.64,2.88,2007.92,27.5,32.7,-12.8,644.6,52.9,4,309,24,0,30,NA,25,0,20,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2012-01-15,20120101,20121231,5.24,9.5,13.8,5.21,NA,1844.8,NA,35.1,-19.3,575,29.7,28,160,24,0,25,NA,23,0,26,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2013-01-15,20130101,20131231,5.6,9.34,13.31,5.37,2.66,1637.4,26.1,34.5,-12.5,667.7,34.4,62,480,10,0,20,NA,31,4,26,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2014-01-15,20140101,20141231,5.36,11.02,15.49,6.8,2.64,1845.2,22.4,34.3,-13.6,476.4,40.2,23,103,15,0,33,NA,17,2,25,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2015-01-15,20150101,20151231,5.16,10.66,15.37,6.11,2.71,1958.9,32.5,37.9,-6,497.5,25.6,13,55,17,0,26,NA,29,3,19,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2016-01-15,20160101,20161231,5.32,10.21,14.51,5.99,2.57,1823.9,25.1,34.6,-11.5,503,26.2,15,60,NA,NA,NA,NA,NA,NA,NA,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2017-01-15,20170101,20171231,5.65,10.06,14.11,6.13,2.66,1706.98,31.1,31.5,-9.6,854.1,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2018-01-15,20180101,20181231,4.79,11.08,15.88,6.51,NA,2304.49,NA,37,-12.5,359.3,38.5,NA,NA,13,1,14,NA,28,0,12,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2019-01-15,20190101,20191231,5.09,11.16,15.83,6.52,2.74,2054.39,24.3,37.6,-6.8,506.3,48,2,2,19,1,25,NA,19,0,19,NA,51,52.4537,13.3017
403,Berlin-Dahlem (FU),Berlin,2020-01-15,20200101,20201231,5.07,11.14,15.7,6.58,2.69,2077.21,24,35.7,-4.8,477.4,21.1,0,0,8,0,21,NA,15,0,12,NA,51,52.4537,13.3017
691,Bremen,Bremen,1936-01-15,19360101,19361231,5.47,8.97,12.82,4.83,2.54,1499.4,NA,30.1,-11,702.9,29.5,NA,13,23,8,30,11,8,5,52,26,4,53.045,8.7979
691,Bremen,Bremen,1937-01-15,19370101,19371231,5.63,8.99,12.83,5.12,2.55,1458.4,NA,33.1,-10.4,687.4,25.4,NA,133,24,3,22,9,20,3,60,41,4,53.045,8.7979
691,Bremen,Bremen,1938-01-15,19380101,19381231,5.28,9.52,13.62,5.37,3.22,1700.6,NA,31.6,-17.4,715.1,44.7,NA,102,40,11,27,6,18,1,43,40,4,53.045,8.7979
691,Bremen,Bremen,1939-01-15,19390101,19391231,5.11,9.1,13.05,4.93,2.81,1730.1,NA,31.2,-10.9,810.2,26,NA,66,37,8,30,4,14,3,62,40,4,53.045,8.7979
691,Bremen,Bremen,1940-01-15,19400101,19401231,5.28,7.18,11.1,2.9,2.73,1625.5,NA,28.9,-23.6,809,31.3,NA,499,37,4,21,13,24,1,82,63,4,53.045,8.7979
691,Bremen,Bremen,1941-01-15,19410101,19411231,5.38,7.94,11.7,3.94,2.76,1583.9,NA,33.6,-20.2,749.1,40.1,NA,190,36,2,19,2,19,1,84,44,4,53.045,8.7979
691,Bremen,Bremen,1942-01-15,19420101,19421231,5.37,7.82,11.65,3.64,2.89,1585.9,NA,31,-21.6,624.2,30.7,NA,327,49,4,17,2,16,1,56,40,4,53.045,8.7979
691,Bremen,Bremen,1943-01-15,19430101,19431231,5.36,9.45,13.64,5.2,2.83,1632.5,NA,36,-13,594.3,16.8,NA,48,48,8,21,0,16,0,80,47,4,53.045,8.7979
691,Bremen,Bremen,1944-01-15,19440101,19441231,5.76,9.15,13.04,5.37,2.91,1677.7,NA,35.2,-10.2,739,26.5,NA,15,63,17,18,0,16,0,71,0,4,53.045,8.7979
691,Bremen,Bremen,1947-01-15,19470101,19471231,4.85,9.11,13.27,4.67,2.36,NA,NA,34.9,-19.6,661.5,47,NA,340,11,15,25,11,17,3,72,31,4,53.045,8.7979
691,Bremen,Bremen,1948-01-15,19480101,19481231,5.2,10.08,13.87,6.4,1.96,NA,NA,33.2,-11.1,655,28.7,NA,15,21,8,24,0,13,1,58,24,4,53.045,8.7979
691,Bremen,Bremen,1949-01-15,19490101,19491231,4.83,9.82,14.15,5.86,2.5,NA,NA,31.9,-10.4,738.8,25.8,NA,6,23,21,32,2,22,1,83,89,4,53.045,8.7979
691,Bremen,Bremen,1950-01-15,19500101,19501231,5.19,9.23,13.08,5.54,2.98,1685.5,NA,31.8,-12.6,778.6,31.1,NA,9,42,22,27,12,25,2,83,95,4,53.045,8.7979
691,Bremen,Bremen,1951-01-15,19510101,19511231,5.21,9.34,13.62,5.35,3.05,1836.1,NA,31.6,-8.9,820.5,30.7,NA,29,60,40,33,2,33,3,57,100,4,53.045,8.7979
691,Bremen,Bremen,1953-01-15,19530101,19531231,5.38,9.7,13.95,5.86,2.84,1827.9,NA,32,-19.5,666.3,30.9,NA,85,127,70,38,2,10,0,98,145,4,53.045,8.7979
691,Bremen,Bremen,1954-01-15,19540101,19541231,5.34,8.42,12.25,4.75,3.23,1568.9,NA,30.3,-15.1,796,30.6,NA,82,133,39,23,6,11,3,64,101,4,53.045,8.7979
691,Bremen,Bremen,1955-01-15,19550101,19551231,5.19,8.37,12.38,4.41,3.06,1698.9,NA,29.7,-13.2,748.6,37.3,NA,193,46,9,29,10,26,3,79,115,4,53.045,8.7979
691,Bremen,Bremen,1956-01-15,19560101,19561231,5.48,7.65,11.55,3.78,3.11,1402.6,NA,28,-21.1,853.1,41.6,NA,226,75,16,29,8,15,3,56,112,4,53.045,8.7979
691,Bremen,Bremen,1957-01-15,19570101,19571231,5.55,9.37,13.41,5.33,2.92,1524.1,NA,34.6,-17,779.9,28.9,NA,93,21,6,30,4,15,0,59,96,4,53.045,8.7979
691,Bremen,Bremen,1958-01-15,19580101,19581231,5.8,8.87,12.68,5.18,2.87,1385.4,NA,28.4,-15.7,813,58,NA,144,33,3,25,5,15,2,72,91,4,53.045,8.7979
691,Bremen,Bremen,1959-01-15,19590101,19591231,4.66,9.78,14.62,4.95,2.78,1961.8,NA,34.6,-12,404.4,28.6,NA,130,30,2,21,5,14,1,79,134,4,53.045,8.7979
691,Bremen,Bremen,1960-01-15,19600101,19601231,5.7,9.17,13.02,5.48,2.94,1284.8,NA,29.9,-13.7,777.4,36.7,27,94,25,1,19,0,10,3,67,131,4,53.045,8.7979
691,Bremen,Bremen,1961-01-15,19610101,19611231,5.41,9.51,13.57,5.64,2.89,1354.3,NA,32.5,-13.6,884.5,27.8,7,15,47,2,24,5,11,6,64,158,4,53.045,8.7979
691,Bremen,Bremen,1962-01-15,19620101,19621231,5.6,7.75,11.5,4.19,3.04,1273.9,NA,26.8,-12.8,700.8,38,41,139,50,7,22,0,24,4,67,101,4,53.045,8.7979
691,Bremen,Bremen,1963-01-15,19630101,19631231,5.43,7.67,11.81,3.53,2.69,1431.2,NA,34.2,-17.8,605.8,38.2,35,1040,27,2,27,0,18,0,93,108,4,53.045,8.7979
691,Bremen,Bremen,1964-01-15,19640101,19641231,5.28,8.72,12.81,4.69,2.95,1508.2,NA,32.9,-14.9,580.2,78.5,24,80,41,1,25,2,15,2,74,100,4,53.045,8.7979
691,Bremen,Bremen,1965-01-15,19650101,19651231,5.51,8.19,12.08,4.53,2.81,1425.1,NA,26.3,-14.1,874.8,37,29,83,40,2,25,0,19,2,82,106,4,53.045,8.7979
691,Bremen,Bremen,1966-01-15,19660101,19661231,5.78,8.98,12.68,5.49,2.88,1368.6,NA,30.9,-18.3,828,33.2,48,383,35,1,29,5,26,3,73,98,4,53.045,8.7979
691,Bremen,Bremen,1967-01-15,19670101,19671231,5.44,9.83,13.68,6.07,3.05,1457.9,NA,29.2,-10.1,787.5,38.9,11,26,41,7,33,10,21,2,63,158,4,53.045,8.7979
691,Bremen,Bremen,1968-01-15,19680101,19681231,5.35,9.15,12.92,5.4,2.9,1538,NA,30.3,-19.1,784.1,68.1,37,198,36,2,31,3,18,9,59,131,4,53.045,8.7979
691,Bremen,Bremen,1969-01-15,19690101,19691231,5.49,8.7,12.64,4.85,2.82,1491.7,NA,33,-16.1,649.2,35.4,67,326,28,3,33,18,27,7,79,134,4,53.045,8.7979
691,Bremen,Bremen,1970-01-15,19700101,19701231,5.32,8.53,12.38,4.74,2.88,1436.7,NA,31,-15.3,761.7,25.9,NA,NA,86,19,16,8,19,4,72,134,4,53.045,8.7979
691,Bremen,Bremen,1971-01-15,19710101,19711231,5.27,9.52,13.59,5.46,2.75,1513.3,22.1,32.2,-18.6,565.3,38.4,8,127,64,13,26,2,7,2,64,136,4,53.045,8.7979
691,Bremen,Bremen,1972-01-15,19720101,19721231,5.25,8.83,12.83,5.14,2.79,1476.2,42.1,32.3,-14.7,650.5,43.2,9,56,24,1,20,10,8,2,73,120,4,53.045,8.7979
691,Bremen,Bremen,1973-01-15,19730101,19731231,5.38,9.49,13.58,5.66,2.89,1603,27.8,33.5,-14,627.7,19.5,28,59,42,1,18,6,23,4,68,83,4,53.045,8.7979
691,Bremen,Bremen,1974-01-15,19740101,19741231,5.56,9.94,13.88,6.36,3.1,1536.8,30.7,30.6,-2.5,784.6,27.5,1,1,51,2,24,0,10,2,46,106,4,53.045,8.7979
691,Bremen,Bremen,1975-01-15,19750101,19751231,5.17,10.16,14.34,6.37,2.86,1722.6,27.8,35.2,-7.5,617.2,26.2,10,12,31,1,26,2,11,3,53,121,4,53.045,8.7979
691,Bremen,Bremen,1976-01-15,19760101,19761231,5.08,9.56,13.86,5.71,2.84,1706.8,37.8,34.6,-10.1,577.6,23,30,81,23,4,18,1,20,1,78,119,4,53.045,8.7979
691,Bremen,Bremen,1977-01-15,19770101,19771231,5.61,9.7,13.57,6.07,2.9,1375,31.8,31.2,-5.1,638.3,32.2,13,28,42,1,16,3,16,3,78,98,4,53.045,8.7979
691,Bremen,Bremen,1978-01-15,19780101,19781231,5.67,8.56,12.16,4.84,2.9,1321.6,31.9,29.9,-17.5,725.8,45.4,31,99,24,2,25,8,17,0,79,79,4,53.045,8.7979
691,Bremen,Bremen,1979-01-15,19790101,19791231,5.61,7.67,11.48,3.63,2.94,1391.6,26.2,29.1,-20.6,640.7,21.5,92,1152,32,1,24,10,18,5,89,121,4,53.045,8.7979
691,Bremen,Bremen,1980-01-15,19800101,19801231,5.28,8.32,12.29,4.09,3.03,1518.3,27.4,29.6,-15.4,665.2,22.2,37,131,36,2,24,10,20,2,66,119,4,53.045,8.7979
691,Bremen,Bremen,1981-01-15,19810101,19811231,5.54,8.65,12.36,4.41,3.01,1406.8,27.7,31,-17,797.6,34.6,61,242,42,5,29,9,30,2,70,112,4,53.045,8.7979
691,Bremen,Bremen,1982-01-15,19820101,19821231,4.9,9.3,13.48,4.74,2.82,1712.6,34,31.5,-15.6,590,38.2,3,18,38,2,33,6,16,4,106,144,4,53.045,8.7979
691,Bremen,Bremen,1983-01-15,19830101,19831231,5.25,9.59,13.65,5.29,3.04,1549,34.3,31.6,-12.8,707.9,23,26,68,44,4,20,3,23,1,56,142,4,53.045,8.7979
691,Bremen,Bremen,1984-01-15,19840101,19841231,5.58,8.67,12.29,4.8,2.99,1356.8,37.1,31.5,-7.8,659.1,28.7,15,33,26,3,29,4,15,3,64,132,4,53.045,8.7979
691,Bremen,Bremen,1985-01-15,19850101,19851231,5.61,7.85,11.65,3.89,2.86,1414.1,30.9,30.6,-19.6,695.3,27.7,46,325,31,1,27,4,21,2,73,150,4,53.045,8.7979
691,Bremen,Bremen,1986-01-15,19860101,19861231,5.19,8.44,12.54,4.03,2.96,1601.8,31,32.1,-20.5,636,24.7,41,176,45,2,11,26,18,0,63,154,4,53.045,8.7979
691,Bremen,Bremen,1987-01-15,19870101,19871231,5.6,7.86,11.54,3.97,2.78,1330.6,26.8,30.6,-19.8,669,16.3,55,477,29,0,22,19,23,0,78,166,4,53.045,8.7979
691,Bremen,Bremen,1988-01-15,19880101,19881231,5.67,9.7,13.41,5.86,2.91,1361.2,33,28.2,-8.4,735.2,24.1,17,29,44,0,17,21,22,0,64,158,4,53.045,8.7979
691,Bremen,Bremen,1989-01-15,19890101,19891231,5.1,10.07,14.14,5.76,2.72,1692.4,24.7,31.4,-9.4,646.1,46.8,0,0,34,0,20,15,11,1,83,191,4,53.045,8.7979
691,Bremen,Bremen,1990-01-15,19900101,19901231,5.24,10.23,14.15,6.25,2.92,1610.4,38.1,33.7,-5.4,727.1,24.3,0,0,49,4,29,18,22,0,62,152,4,53.045,8.7979
691,Bremen,Bremen,1991-01-15,19910101,19911231,5.25,9.01,13.03,4.82,2.78,1559,25.2,31,-14.2,531.1,20.1,13,57,37,0,15,30,17,2,74,150,4,53.045,8.7979
691,Bremen,Bremen,1992-01-15,19920101,19921231,5.29,10.11,14.23,5.82,3.01,1468,38.6,37.6,-9.5,691.7,25.8,2,3,61,5,15,20,25,0,59,152,4,53.045,8.7979
691,Bremen,Bremen,1993-01-15,19930101,19931231,5.58,8.87,12.72,4.91,3.04,1341.8,35,28.7,-12.4,908.8,43.1,6,19,53,7,33,19,16,0,67,140,4,53.045,8.7979
691,Bremen,Bremen,1994-01-15,19940101,19941231,5.56,9.97,13.91,5.83,3.06,1462.6,29.8,33.8,-11.7,798.6,48.1,5,7,68,2,30,14,22,1,72,129,4,53.045,8.7979
